0,1,75
0,2,75
0,3,375
0,4,150
0,5,225
0,6,375
0,7,600
0,8,375
0,9,975
0,10,375
0,11,150
0,12,375
0,13,225
0,14,375
0,15,375
0,16,300
0,17,75
0,18,225
0,19,225
0,20,75
0,21,300
0,22,225
0,23,75
1,0,75
1,2,75
1,3,150
1,4,75
1,5,300
1,6,150
1,7,300
1,8,150
1,9,450
1,10,150
1,11,75
1,12,225
1,13,75
1,14,75
1,15,300
1,16,150
1,18,75
1,19,75
1,21,75
2,0,75
2,1,75
2,3,150
2,4,75
2,5,225
2,6,75
2,7,150
2,8,75
2,9,225
2,10,225
2,11,150
2,12,75
2,13,75
2,14,75
2,15,150
2,16,75
2,21,75
2,22,75
3,0,375
3,1,150
3,2,150
3,4,375
3,5,300
3,6,300
3,7,525
3,8,525
3,9,900
3,10,1050
3,11,450
3,12,450
3,13,375
3,14,375
3,15,600
3,16,375
3,17,75
3,18,150
3,19,225
3,20,150
3,21,300
3,22,375
3,23,150
4,0,150
4,1,75
4,2,75
4,3,375
4,5,150
4,6,150
4,7,375
4,8,600
4,9,750
4,10,375
4,11,150
4,12,150
4,13,75
4,14,150
4,15,375
4,16,150
4,18,75
4,19,75
4,20,75
4,21,150
4,22,75
5,0,225
5,1,300
5,2,225
5,3,300
5,4,150
5,6,300
5,7,600
5,8,300
5,9,600
5,10,300
5,11,150
5,12,150
5,13,75
5,14,150
5,15,675
5,16,375
5,17,75
5,18,150
5,19,225
5,20,75
5,21,150
5,22,75
5,23,75
6,0,375
6,1,150
6,2,75
6,3,300
6,4,150
6,5,300
6,7,750
6,8,450
6,9,1425
6,10,375
6,11,525
6,12,300
6,13,150
6,14,375
6,15,1050
6,16,750
6,17,150
6,18,300
6,19,375
6,20,150
6,21,375
6,22,150
6,23,75
7,0,600
7,1,300
7,2,150
7,3,525
7,4,375
7,5,600
7,6,750
7,8,600
7,9,1200
7,10,600
7,11,450
7,12,450
7,13,300
7,14,450
7,15,1650
7,16,1050
7,17,225
7,18,525
7,19,675
7,20,300
7,21,375
7,22,225
7,23,150
8,0,375
8,1,150
8,2,75
8,3,525
8,4,600
8,5,300
8,6,450
8,7,600
8,9,2100
8,10,1050
8,11,450
8,12,450
8,13,450
8,14,675
8,15,1050
8,16,675
8,17,150
8,18,300
8,19,450
8,20,225
8,21,525
8,22,375
8,23,150
9,0,975
9,1,450
9,2,225
9,3,900
9,4,750
9,5,600
9,6,1425
9,7,1200
9,8,2100
9,10,3000
9,11,1500
9,12,1425
9,13,1575
9,14,3000
9,15,3300
9,16,2925
9,17,525
9,18,1350
9,19,1875
9,20,900
9,21,1950
9,22,1350
9,23,600
10,0,375
10,1,150
10,2,225
10,3,1125
10,4,375
10,5,300
10,6,375
10,7,600
10,8,1050
10,9,2925
10,11,1050
10,12,750
10,13,1200
10,14,1050
10,15,1050
10,16,750
10,17,75
10,18,300
10,19,450
10,20,300
10,21,825
10,22,975
10,23,450
11,0,150
11,1,75
11,2,150
11,3,450
11,4,150
11,5,150
11,6,525
11,7,450
11,8,450
11,9,1500
11,10,1050
11,12,975
11,13,525
11,14,525
11,15,525
11,16,450
11,17,150
11,18,225
11,19,300
11,20,225
11,21,525
11,22,525
11,23,375
12,0,375
12,1,225
12,2,75
12,3,450
12,4,150
12,5,150
12,6,300
12,7,450
12,8,450
12,9,1425
12,10,750
12,11,975
12,13,450
12,14,525
12,15,450
12,16,375
12,17,75
12,18,225
12,19,450
12,20,450
12,21,975
12,22,600
12,23,600
13,0,225
13,1,75
13,2,75
13,3,375
13,4,75
13,5,75
13,6,150
13,7,300
13,8,450
13,9,1575
13,10,1200
13,11,525
13,12,450
13,14,975
13,15,525
13,16,525
13,17,75
13,18,225
13,19,375
13,20,300
13,21,900
13,22,825
13,23,300
14,0,375
14,1,75
14,2,75
14,3,375
14,4,150
14,5,150
14,6,375
14,7,450
14,8,750
14,9,3000
14,10,1050
14,11,525
14,12,525
14,13,975
14,15,900
14,16,1125
14,17,150
14,18,600
14,19,825
14,20,600
14,21,1950
14,22,750
14,23,300
15,0,375
15,1,300
15,2,150
15,3,600
15,4,375
15,5,675
15,6,1050
15,7,1650
15,8,1050
15,9,3300
15,10,1050
15,11,525
15,12,450
15,13,525
15,14,900
15,16,2100
15,17,375
15,18,975
15,19,1200
15,20,450
15,21,900
15,22,375
15,23,225
16,0,300
16,1,150
16,2,75
16,3,375
16,4,150
16,5,375
16,6,750
16,7,1050
16,8,675
16,9,2925
16,10,750
16,11,450
16,12,375
16,13,525
16,14,1125
16,15,2100
16,17,450
16,18,1275
16,19,1275
16,20,450
16,21,1275
16,22,450
16,23,225
17,0,75
17,3,75
17,5,75
17,6,150
17,7,225
17,8,150
17,9,525
17,10,150
17,11,150
17,12,75
17,13,75
17,14,150
17,15,375
17,16,450
17,18,225
17,19,300
17,20,75
17,21,225
17,22,75
18,0,225
18,1,75
18,3,150
18,4,75
18,5,150
18,6,300
18,7,525
18,8,300
18,9,1350
18,10,300
18,11,225
18,12,225
18,13,225
18,14,600
18,15,975
18,16,1275
18,17,225
18,19,900
18,20,300
18,21,900
18,22,225
18,23,75
19,0,225
19,1,75
19,3,225
19,4,75
19,5,225
19,6,375
19,7,675
19,8,450
19,9,1875
19,10,450
19,11,375
19,12,450
19,13,375
19,14,825
19,15,1200
19,16,1275
19,17,300
19,18,900
19,20,900
19,21,1800
19,22,525
19,23,300
20,0,75
20,3,150
20,4,75
20,5,75
20,6,150
20,7,300
20,8,225
20,9,900
20,10,300
20,11,225
20,12,450
20,13,300
20,14,600
20,15,450
20,16,450
20,17,75
20,18,300
20,19,900
20,21,1350
20,22,525
20,23,375
21,0,300
21,1,75
21,2,75
21,3,300
21,4,150
21,5,150
21,6,375
21,7,375
21,8,525
21,9,1950
21,10,825
21,11,525
21,12,975
21,13,900
21,14,1950
21,15,900
21,16,1275
21,17,225
21,18,900
21,19,1800
21,20,1350
21,22,1575
21,23,825
22,0,225
22,2,75
22,3,375
22,4,75
22,5,75
22,6,150
22,7,225
22,8,375
22,9,1350
22,10,975
22,11,525
22,12,600
22,13,825
22,14,750
22,15,375
22,16,450
22,17,75
22,18,225
22,19,525
22,20,525
22,21,1575
22,23,525
23,0,75
23,3,150
23,5,75
23,6,75
23,7,150
23,8,150
23,9,600
23,10,450
23,11,375
23,12,525
23,13,300
23,14,300
23,15,225
23,16,225
23,18,75
23,19,300
23,20,375
23,21,825
23,22,525
