0,1,66
0,2,62
0,3,496
0,4,160
0,5,198
0,6,461
0,7,620
0,8,266
0,9,777
0,10,406
0,11,173
0,12,369
0,13,226
0,14,303
0,15,271
0,16,287
0,17,78
0,18,240
0,19,220
0,20,90
0,21,354
0,22,216
0,23,54
1,0,84
1,2,93
1,3,112
1,4,77
1,5,242
1,6,113
1,7,218
1,8,147
1,9,321
1,10,188
1,11,89
1,12,211
1,13,75
1,14,65
1,15,207
1,16,113
1,18,56
1,19,74
1,21,54
2,0,95
2,1,58
2,3,107
2,4,63
2,5,197
2,6,67
2,7,124
2,8,98
2,9,276
2,10,200
2,11,177
2,12,59
2,13,85
2,14,65
2,15,199
2,16,52
2,21,63
2,22,98
3,0,385
3,1,154
3,2,124
3,4,498
3,5,218
3,6,242
3,7,519
3,8,577
3,9,1185
3,10,1183
3,11,420
3,12,333
3,13,346
3,14,490
3,15,794
3,16,438
3,17,99
3,18,155
3,19,157
3,20,137
3,21,390
3,22,334
3,23,142
4,0,150
4,1,71
4,2,61
4,3,466
4,5,128
4,6,196
4,7,439
4,8,579
4,9,853
4,10,267
4,11,147
4,12,175
4,13,80
4,14,180
4,15,389
4,16,129
4,18,73
4,19,71
4,20,93
4,21,166
4,22,73
5,0,231
5,1,354
5,2,172
5,3,368
5,4,149
5,6,212
5,7,589
5,8,330
5,9,532
5,10,361
5,11,154
5,12,128
5,13,92
5,14,140
5,15,580
5,16,481
5,17,77
5,18,187
5,19,208
5,20,75
5,21,149
5,22,75
5,23,71
6,0,318
6,1,152
6,2,93
6,3,378
6,4,107
6,5,342
6,7,961
6,8,580
6,9,999
6,10,478
6,11,482
6,12,277
6,13,160
6,14,402
6,15,1058
6,16,930
6,17,130
6,18,207
6,19,417
6,20,168
6,21,436
6,22,119
6,23,61
7,0,443
7,1,296
7,2,173
7,3,403
7,4,472
7,5,570
7,6,603
7,8,734
7,9,1460
7,10,506
7,11,514
7,12,579
7,13,355
7,14,334
7,15,1893
7,16,1191
7,17,250
7,18,363
7,19,580
7,20,397
7,21,436
7,22,171
7,23,163
8,0,432
8,1,109
8,2,95
8,3,440
8,4,438
8,5,296
8,6,320
8,7,777
8,9,2360
8,10,800
8,11,587
8,12,475
8,13,509
8,14,453
8,15,1001
8,16,587
8,17,173
8,18,241
8,19,537
8,20,217
8,21,522
8,22,330
8,23,154
9,0,1069
9,1,399
9,2,218
9,3,617
9,4,563
9,5,458
9,6,1309
9,7,1330
9,8,2213
9,10,2793
9,11,1774
9,12,1873
9,13,1184
9,14,2830
9,15,2306
9,16,3799
9,17,572
9,18,1373
9,19,1860
9,20,846
9,21,1625
9,22,1201
9,23,610
10,0,330
10,1,118
10,2,245
10,3,1125
10,4,399
10,5,356
10,6,270
10,7,536
10,8,1051
10,9,3362
10,11,974
10,12,831
10,13,1324
10,14,757
10,15,730
10,16,949
10,17,54
10,18,277
10,19,522
10,20,291
10,21,1048
10,22,996
10,23,443
11,0,108
11,1,77
11,2,130
11,3,584
11,4,110
11,5,106
11,6,446
11,7,418
11,8,577
11,9,1578
11,10,1235
11,12,833
